,Number,Name,Position,Age,Height,Weight,Experience,College
40,97,Marcus Smith II,DE,25,6-3,258,5,Louisville
41,99,Quinton Jefferson,DT,24,6-4,291,3,Maryland
42,92,Nazair Jones,DT,23,6-5,304,2,North Carolina
43,94,Malik McDowell,DT,21,6-6,299,1,Michigan State
44,90,Jarran Reed,DT,25,6-3,306,3,Alabama
45,91,Sheldon Richardson,DT,27,6-3,295,6,Missouri
46,98,Garrison Smith,DT,26,6-1,295,5,Georgia
47,58,D.J. Alexander,LB,26,6-2,233,4,Oregon State
48,47,Paul Dawson,LB,25,6-0,240,2,TCU
49,59,Josh Forrest,LB,25,6-3,240,3,Kentucky
50,52,Terence Garvin,LB,27,6-3,235,6,West Virginia
51,44,Dewey McDonald,LB,27,6-0,229,5,California (PA)
52,54,Bobby Wagner,LB,27,6-0,245,7,Utah State
53,57,Michael Wilhoite,LB,31,6-0,245,7,Washburn
54,50,K.J. Wright,LB,28,6-4,246,8,Mississippi State
55,28,Justin Coleman,CB,24,5-11,190,4,Tennessee
56,2,DeAndre Elliott,CB,25,6-1,189,3,Colorado State
57,26,Shaquill Griffin,CB,22,6-0,198,2,UCF
58,20,Jeremy Lane,CB,27,6-0,190,7,Northwestern State
59,41,Byron Maxwell,CB,29,6-1,198,8,Clemson
60,35,DeShawn Shead,CB,28,6-2,212,7,Portland State
61,25,Richard Sherman,CB,29,6-3,195,8,Stanford
62,23,Neiko Thorpe,CB,27,6-2,210,6,Auburn
63,40,Mike Tyson,CB,24,6-1,207,1,Cincinnati
64,31,Kam Chancellor,S,29,6-3,225,9,Virginia Tech
65,42,Delano Hill,S,22,6-1,216,2,Michigan
66,30,Bradley McDougald,S,27,6-1,215,6,Kansas
67,37,Jordan Simone,S,25,5-11,190,2,Arizona State
68,29,Earl Thomas,S,28,5-10,202,9,Texas
69,33,Tedric Thompson,S,23,6-0,204,2,Colorado
72,1,Jason Myers,PK,26,5-10,190,4,Marist
73,7,Blair Walsh,PK,28,5-10,175,7,Georgia
74,9,Jon Ryan,P,36,6-0,217,13,University of Regina
75,69,Tyler Ott,LS,25,6-3,253,4,Harvard
0,6,Chad Kelly,QB,23,6-2,224,1,Ole Miss
1,12,Paxton Lynch,QB,23,6-7,244,3,Memphis
2,17,Brock Osweiler,QB,27,6-7,240,6,Arizona State
3,13,Trevor Siemian,QB,26,6-3,220,4,Northwestern
4,22,C.J. Anderson,RB,27,5-8,224,6,California
5,23,Devontae Booker,RB,25,5-11,219,3,Utah
6,28,Jamaal Charles,RB,31,5-11,199,11,Texas
7,33,De'Angelo Henderson,RB,25,5-7,208,2,Coastal Carolina
8,32,Andy Janovich,FB,24,6-1,238,3,Nebraska
9,15,Kenny Bell,WR,25,6-1,188,2,Nebraska
10,18,River Cracraft,WR,--,6-0,198,1,Washington State
11,16,Bennie Fowler III,WR,26,6-1,212,4,Michigan State
12,11,Carlos Henderson,WR,23,5-11,198,2,Louisiana Tech
13,14,Cody Latimer,WR,25,6-2,215,5,Indiana
14,19,Jordan Leslie,WR,26,6-1,205,1,BYU
15,84,Isaiah McKenzie,WR,22,5-7,173,2,Georgia
16,81,Tim Patrick,WR,24,6-5,210,1,Utah
17,10,Emmanuel Sanders,WR,30,5-11,180,9,SMU
18,87,Jordan Taylor,WR,25,6-5,210,3,Rice
19,88,Demaryius Thomas,WR,30,6-3,229,9,Georgia Tech
20,80,Jake Butt,TE,22,6-6,250,1,Michigan
21,85,Virgil Green,TE,29,6-5,255,8,Nevada
22,82,Jeff Heuerman,TE,25,6-5,255,4,Ohio State
23,83,Matt LaCosse,TE,25,6-6,255,3,Illinois
24,89,Brian Parker,TE,25,6-4,265,2,Albany
25,86,Austin Traylor,TE,24,6-3,255,2,Wisconsin
26,61,Matt Paradis,C,28,6-3,300,4,Boise State
27,73,Allen Barbre,G,33,6-4,310,11,Missouri Southern State
28,64,J.J. Dielman,G,24,6-5,300,1,Utah
29,76,Max Garcia,G,26,6-4,309,4,Florida
30,65,Ron Leary,G,28,6-3,320,7,Memphis
31,60,Connor McGovern,G,24,6-4,306,3,Missouri
32,74,Jeremiah Poutasi,G,23,6-5,330,3,Utah
33,77,Billy Turner,G,26,6-5,310,5,North Dakota State
34,70,Andreas Knappe,OL,26,6-8,325,1,Connecticut
35,72,Garett Bolles,OT,25,6-5,297,2,Utah
36,79,Cyrus Kouandjio,OT,24,6-7,322,5,Alabama
37,71,Donald Stephenson,OT,29,6-6,312,7,Oklahoma
38,75,Menelik Watson,OT,29,6-5,315,6,Florida State
39,68,Elijah Wilkinson,OT,23,6-4,329,2,UMass
42,93,Jared Crick,DE,28,6-4,285,7,Nebraska
43,99,Adam Gotsis,DE,25,6-4,287,3,Georgia Tech
44,96,Shelby Harris,DE,26,6-2,290,4,Illinois State
45,92,Zach Kerr,DE,27,6-2,334,5,Delaware
46,59,Stansly Maponga,DE,26,6-2,257,4,TCU
47,69,Jhaustin Thomas,DE,24,6-5,282,1,Iowa State
48,57,DeMarcus Walker,DE,23,6-4,280,2,Florida State
49,97,Billy Winn,DE,28,6-4,300,6,Boise State
50,95,Derek Wolfe,DE,27,6-5,285,7,Cincinnati
51,91,Paul Boyette Jr.,DT,24,6-1,310,1,Texas
52,94,Domata Peko Sr.,DT,33,6-3,325,13,Michigan State
53,67,DeShawn Williams,DT,25,6-1,292,2,Clemson
54,90,Kyle Peko,NT,24,6-1,305,2,Oregon State
55,50,Zaire Anderson,LB,25,5-11,220,3,Nebraska
56,48,Shaquil Barrett,LB,25,6-2,250,5,Colorado State
57,51,Todd Davis,LB,25,6-1,230,5,Sacramento State
58,41,Jerrol Garcia-Williams,LB,24,6-2,235,2,Hawai'i
59,47,Kennan Gilchrist,LB,23,6-1,230,1,Appalachian State
60,43,Joseph Jones,LB,23,6-0,240,2,Northwestern
61,54,Brandon Marshall,LB,28,6-1,250,7,Nevada
62,58,Von Miller,LB,28,6-3,250,8,Texas A&M
63,53,Deiontrez Mount,LB,24,6-5,253,3,Louisville
64,52,Corey Nelson,LB,25,6-1,226,5,Oklahoma
65,56,Shane Ray,LB,24,6-3,245,4,Missouri
66,49,Marcus Rush,LB,26,6-2,251,1,Michigan State
67,25,Chris Harris Jr.,CB,28,5-10,199,7,Kansas
68,39,Michael Hunter,CB,24,6-0,192,2,Oklahoma State
69,27,Brendan Langley,CB,23,6-0,199,2,Lamar
70,38,Marcus Rios,CB,23,5-11,185,1,UCLA
71,29,Bradley Roby,CB,25,5-11,194,5,Ohio State
72,21,Aqib Talib,CB,31,6-1,205,11,Kansas
73,30,Jordan Moore,DB,24,6-3,225,1,UT San Antonio
74,20,Jamal Carter,S,23,6-1,215,2,Miami
75,34,Will Parks,S,23,6-1,194,3,Arizona
76,31,Justin Simmons,S,24,6-2,202,3,Boston College
77,26,Darian Stewart,S,29,5-11,214,9,South Carolina
78,35,Dymonte Thomas,S,24,6-2,199,1,Michigan
81,8,Brandon McManus,PK,26,6-3,201,5,Temple
82,9,Riley Dixon,P,24,6-4,221,3,Syracuse
83,42,Casey Kreiter,LS,27,6-1,250,3,Iowa
0,9,Tyler Bray,QB,26,6-6,225,6,Tennessee
1,15,Patrick Mahomes,QB,22,6-2,230,2,Texas Tech
2,44,George Atkinson III,RB,25,6-1,220,2,Notre Dame
3,31,Akeem Hunt,RB,24,5-10,185,4,Purdue
4,27,Kareem Hunt,RB,22,5-10,216,2,Toledo
5,42,Anthony Sherman,RB,29,5-10,242,8,Connecticut
6,32,Spencer Ware,RB,26,5-10,229,5,LSU
7,35,Charcandrick West,RB,26,5-10,205,5,Abilene Christian
8,43,Anthony Firkser,FB,22,6-2,241,1,Harvard
9,18,Daniel Braverman,WR,24,5-10,185,1,Western Michigan
10,80,Jehu Chesson,WR,24,6-2,204,2,Michigan
11,17,Chris Conley,WR,25,6-3,205,4,Georgia
12,4,Gehrig Dieter,WR,24,6-2,208,1,Alabama
13,10,Tyreek Hill,WR,23,5-10,185,3,West Alabama
14,8,Marcus Kemp,WR,22,6-4,210,1,Hawai'i
15,14,Demarcus Robinson,WR,23,6-1,203,3,Florida
16,13,De'Anthony Thomas,WR,25,5-8,176,5,Oregon
17,12,Albert Wilson,WR,25,5-9,200,5,Georgia State
18,82,Orson Charles,TE,27,6-3,247,3,Georgia
19,84,Demetrius Harris,TE,26,6-7,230,5,--
20,87,Travis Kelce,TE,28,6-5,260,6,Cincinnati
21,61,Mitch Morse,C,25,6-6,305,4,Missouri
22,65,Jordan Devey,G,30,6-6,320,5,Memphis
23,76,Laurent Duvernay-Tardif,G,26,6-5,321,5,--
24,79,Parker Ehinger,G,25,6-6,310,3,Cincinnati
25,73,Zach Fulton,G,26,6-5,316,5,Tennessee
26,81,Kaleb Johnson,G,24,6-4,300,1,Rutgers
27,75,Cameron Erving,OT,25,6-5,313,4,Florida State
28,72,Eric Fisher,OT,27,6-7,315,6,Central Michigan
29,69,Dillon Gordon,OT,24,6-4,322,2,LSU
30,71,Mitchell Schwartz,OT,28,6-5,320,7,California
31,70,Bryan Witzmann,OT,27,6-7,320,4,South Dakota State
32,77,Andrew Wylie,OT,23,6-6,309,1,Eastern Michigan
35,97,Allen Bailey,DE,28,6-3,288,8,Miami
36,93,Tyrone Holmes,DE,24,6-2,253,2,Montana
37,95,Chris Jones,DE,23,6-6,310,3,Mississippi State
38,90,Stefan Charles,DT,29,6-5,320,5,University of Regina
39,74,Justin Hamilton,DT,24,6-2,315,3,Louisiana
40,94,Jarvis Jenkins,DT,29,6-4,300,7,Clemson
41,96,Bennie Logan,DT,28,6-2,315,6,LSU
42,98,T.Y. McGill,DT,25,6-0,299,4,NC State
43,99,Rakeem Nunez-Roches,DT,24,6-2,307,4,Southern Mississippi
44,78,Mike Purcell,NT,26,6-3,303,4,Wyoming
45,45,Ukeme Eligwe,LB,23,6-2,239,2,Georgia Southern
46,55,Dee Ford,LB,26,6-2,252,5,Auburn
47,91,Tamba Hali,LB,34,6-3,275,13,Penn State
48,50,Justin Houston,LB,29,6-3,258,8,Georgia
49,56,Derrick Johnson,LB,35,6-3,242,14,Texas
50,92,Tanoh Kpassagnon,LB,23,6-7,289,2,Villanova
51,52,Dadi Nicolas,LB,25,6-3,235,3,Virginia Tech
52,57,Kevin Pierre-Louis,LB,26,6-0,230,5,Boston College
53,59,Reggie Ragland,LB,24,6-1,252,3,Alabama
54,48,Terrance Smith,LB,24,6-2,235,3,Florida State
55,53,Ramik Wilson,LB,25,6-2,237,4,Georgia
56,51,Frank Zombo,LB,30,6-3,254,9,Central Michigan
57,25,Kenneth Acker,CB,26,6-0,195,5,SMU
58,29,Kendall Fuller,CB,22,5-11,198,3,Virginia Tech
59,23,Phillip Gaines,CB,26,6-0,193,5,Rice
60,37,Prince Charles Iworah,CB,24,5-11,193,2,Western Kentucky
61,6,Ashton Lampkin,CB,24,6-0,189,2,Oklahoma State
62,39,Terrance Mitchell,CB,25,5-11,190,5,Oregon
63,21,Eric Murray,CB,24,5-11,199,3,Minnesota
64,20,Steven Nelson,CB,25,5-11,194,4,Oregon State
65,22,Marcus Peters,CB,25,6-0,197,4,Washington
66,40,Keith Reaser,CB,26,6-0,190,3,Florida Atlantic
67,28,Will Redmond,CB,24,6-0,186,3,Mississippi State
68,34,Leon McQuay,DB,23,6-1,195,1,USC
69,30,Steven Terrell,DB,27,5-10,197,6,Texas A&M
70,29,Eric Berry,S,29,6-0,212,9,Tennessee
71,38,Ron Parker,S,30,6-0,206,8,Newberry
72,49,Daniel Sorensen,S,27,6-2,208,5,BYU
75,7,Harrison Butker,PK,22,6-3,205,2,Georgia Tech
76,2,Dustin Colquitt,P,35,6-3,210,14,Tennessee
77,41,James Winchester,LS,28,6-3,240,4,Oklahoma
0,10,Kellen Clemens,QB,34,6-2,220,13,Oregon
1,7,Cardale Jones,QB,25,6-5,250,3,Ohio State
2,17,Philip Rivers,QB,36,6-5,228,15,NC State
3,30,Austin Ekeler,RB,22,5-9,200,2,Western State
4,27,Kenneth Farrow,RB,24,5-9,219,3,Houston
5,28,Melvin Gordon,RB,24,6-1,215,4,Wisconsin
6,35,Russell Hansbrough,RB,24,5-9,195,1,Missouri
7,32,Branden Oliver,RB,26,5-8,208,5,Buffalo
8,44,Andre Williams,RB,25,6-0,220,4,Boston College
9,34,Derek Watt,FB,25,6-2,234,3,Wisconsin
10,13,Keenan Allen,WR,25,6-2,211,6,California
11,12,Travis Benjamin,WR,28,5-10,175,7,Miami
12,89,Isaiah Burse,WR,26,5-10,187,4,Fresno State
13,11,Geremy Davis,WR,26,6-3,211,4,Connecticut
14,81,Mike Williams,WR,23,6-3,220,2,Clemson
15,16,Tyrell Williams,WR,25,6-4,205,4,Western Oregon
16,83,Braedon Bowman,TE,24,6-3,240,2,South Alabama
17,45,Asante Cleveland,TE,25,6-5,260,4,Miami
18,80,Sean Culkin,TE,24,6-5,255,2,Missouri
19,87,Jeff Cumberland,TE,30,6-4,260,9,Illinois
20,85,Antonio Gates,TE,37,6-4,255,16,Kent State
21,86,Hunter Henry,TE,23,6-5,250,3,Arkansas
22,84,Sean McGrath,TE,30,6-5,259,4,null
23,73,Spencer Pulley,C,24,6-4,308,3,Vanderbilt
24,68,Matt Slauson,C,31,6-5,315,10,Nebraska
25,64,Cole Toner,C,23,6-5,300,2,Harvard
26,67,Brett Boyko,G,25,6-6,301,1,UNLV
27,63,Donavon Clark,G,25,6-4,315,3,Michigan State
28,66,Dan Feeney,G,23,6-4,310,2,Indiana
29,77,Forrest Lamp,G,23,6-4,310,2,Western Kentucky
30,79,Kenny Wiggins,G,29,6-6,314,5,Fresno State
31,72,Joe Barksdale,OT,30,6-5,326,8,LSU
32,75,Chris Hairston,OT,28,6-6,330,6,Clemson
33,76,Russell Okung,OT,30,6-5,310,9,Oklahoma State
34,74,Michael Ola,OT,29,6-5,312,5,Hampton
35,78,Michael Schofield,OT,27,6-6,301,5,Michigan
36,69,Sam Tevi,OT,23,6-5,315,2,Utah
39,99,Joey Bosa,DE,22,6-5,280,3,Ohio State
40,40,Chris McCain,DE,26,6-5,236,4,California
41,93,Darius Philon,DE,24,6-1,300,4,Arkansas
42,90,Whitney Richardson,DE,--,6-5,251,1,Lane College Dragons
43,98,Isaac Rochell,DE,22,6-3,280,1,Notre Dame
44,96,Kaleb Eulls,DT,26,6-4,309,3,Mississippi State
45,94,Corey Liuget,DT,27,6-2,300,8,Illinois
46,92,Brandon Mebane,DT,33,6-1,311,12,California
47,95,Tenny Palepoi,DT,27,6-1,298,5,Utah
48,71,Damion Square,DT,29,6-2,293,6,Alabama
49,97,Jerry Attaochu,LB,25,6-3,252,5,Georgia Tech
50,57,Jatavis Brown,LB,23,5-11,221,3,Akron
51,48,Nick Dzubnar,LB,26,6-1,240,4,Cal Poly
52,51,Kyle Emanuel,LB,26,6-3,250,4,North Dakota State
53,54,Melvin Ingram,LB,28,6-2,247,7,South Carolina
54,46,Chris Landrum,LB,25,6-2,245,3,Jacksonville State
55,59,Charmeachealle Moore,LB,25,6-0,235,2,Kansas State
56,49,James Onwualu,LB,23,6-1,235,2,Notre Dame
57,52,Denzel Perryman,LB,25,5-11,240,4,Miami
58,50,Hayes Pullard III,LB,25,6-0,235,4,USC
59,56,Korey Toomer,LB,29,6-2,235,5,Idaho
60,43,Michael Davis,CB,23,6-2,196,2,BYU
61,26,Casey Hayward,CB,28,5-11,192,7,Vanderbilt
62,20,Desmond King,CB,23,5-10,200,2,Iowa
63,29,Craig Mager,CB,25,5-11,200,3,Texas State
64,22,Jason Verrett,CB,26,5-10,188,5,TCU
65,24,Trevor Williams,CB,24,5-11,191,3,Penn State
66,37,Jahleel Addae,S,28,5-10,195,6,Central Michigan
67,33,Tre Boston,S,25,6-1,205,5,North Carolina
68,42,A.J. Hendy,S,24,6-0,206,1,Maryland
69,25,Rayshawn Jenkins,S,24,6-1,220,2,Miami
70,31,Adrian Phillips,S,25,5-11,210,4,Texas
73,19,Roberto Aguayo,PK,23,6-0,207,2,Florida State
74,9,Nick Novak,PK,36,6-0,200,11,Maryland
75,6,Nick Rose,PK,23,6-2,200,2,Texas
76,8,Drew Kaser,P,24,6-2,206,3,Texas A&M
77,47,Mike Windt,LS,31,6-1,237,9,Cincinnati
0,4,Derek Carr,QB,26,6-3,215,5,Fresno State
1,18,Connor Cook,QB,25,6-4,215,3,Michigan State
2,3,EJ Manuel,QB,27,6-4,237,6,Florida State
3,34,Elijah Hood,RB,21,5-11,230,1,North Carolina
4,24,Marshawn Lynch,RB,31,5-11,215,11,California
5,30,Jalen Richard,RB,24,5-8,205,3,Southern Mississippi
6,33,DeAndre Washington,RB,24,5-8,205,3,Texas Tech
7,49,Jamize Olawale,FB,28,6-1,240,6,North Texas
8,89,Amari Cooper,WR,23,6-1,210,4,Alabama
9,15,Michael Crabtree,WR,30,6-1,215,10,Texas Tech
10,14,Keon Hatcher,WR,23,6-1,212,1,Arkansas
11,16,Johnny Holton,WR,26,6-1,190,3,Cincinnati
12,84,Cordarrelle Patterson,WR,26,6-2,220,6,Tennessee
13,10,Seth Roberts,WR,26,6-2,195,4,West Alabama
14,19,Isaac Whitney,WR,23,6-2,204,1,USC
15,81,Pharaoh Brown,TE,23,6-5,246,1,Oregon
16,87,Jared Cook,TE,30,6-5,254,10,South Carolina
17,86,Lee Smith,TE,30,6-6,265,8,Marshall
18,88,Clive Walford,TE,26,6-4,250,4,Miami
19,61,Rodney Hudson,C,28,6-2,300,8,Florida State
20,62,James Stone,C,25,6-3,291,3,Tennessee
21,74,Vadal Alexander,G,23,6-5,325,3,LSU
22,76,Jon Feliciano,G,26,6-4,325,4,Miami
23,66,Gabe Jackson,G,26,6-3,335,5,Mississippi State
24,79,Denver Kirkland,G,23,6-4,335,3,Arkansas
25,70,Kelechi Osemele,G,28,6-5,330,7,Iowa State
26,68,Ian Silberman,G,25,6-5,305,2,Boston College
27,65,Jordan Simmons,G,23,6-3,339,1,USC
28,73,Marshall Newhouse,OT,29,6-4,330,9,TCU
29,72,Donald Penn,OT,34,6-4,315,13,Utah State
30,71,David Sharpe,OT,22,6-6,343,2,Florida
31,69,Jylan Ware,OT,24,6-7,317,2,Alabama State
34,96,Denico Autry,DE,27,6-5,270,5,Mississippi State
35,6,Fadol Brown,DE,24,6-4,282,1,Ole Miss
36,97,Mario Edwards Jr.,DE,24,6-3,280,4,Florida State
37,52,Khalil Mack,DE,26,6-3,250,5,Buffalo
38,9,Joby Saint Fleur,DE,25,6-4,253,1,Northwestern Oklahoma State
39,67,Shakir Soto,DE,23,6-3,290,1,Pittsburgh
40,95,Jihad Ward,DE,23,6-5,295,3,Illinois
41,78,Justin Ellis,DT,27,6-2,335,5,Louisiana Tech
42,90,Treyvon Hester,DT,25,6-2,304,2,Toledo
43,75,Darius Latham,DT,23,6-4,305,3,Indiana
44,94,Eddie Vanderdoes,DT,23,6-3,305,2,UCLA
45,53,NaVorro Bowman,LB,29,6-0,242,9,Penn State
46,91,Shilique Calhoun,LB,25,6-4,251,3,Michigan State
47,47,James Cowser,LB,27,6-3,245,3,Southern Utah
48,51,Bruce Irvin,LB,30,6-3,250,7,West Virginia
49,57,Cory James,LB,24,6-1,230,3,Colorado State
50,55,Marquel Lee,LB,22,6-3,235,2,Wake Forest
51,50,Nicholas Morrow,LB,22,6-0,216,2,null
52,43,Brady Sheldon,LB,24,6-5,230,1,Ferris State
53,99,Aldon Smith,LB,28,6-4,265,6,Missouri
54,38,TJ Carrie,CB,27,6-0,205,5,Ohio
55,22,Gareon Conley,CB,22,6-0,195,2,Ohio State
56,32,Antonio Hamilton,CB,25,6-0,190,3,South Carolina State
57,28,Darius Hillary,CB,24,5-10,183,1,Wisconsin
58,23,Dexter McDonald,CB,26,6-1,200,4,Kansas
59,37,Tevin Mitchel,CB,25,6-0,192,2,Arkansas
60,31,Shaquille Richardson,CB,25,6-0,194,1,Arizona
61,21,Sean Smith,CB,30,6-3,220,10,Utah
62,41,Erik Harris,S,27,6-3,225,3,California (PA)
63,42,Karl Joseph,S,24,5-10,205,3,West Virginia
64,26,Shalom Luani,S,23,5-11,202,2,Washington State
65,39,Keith McGill II,S,28,6-3,210,5,Utah
66,20,Obi Melifonwu,S,23,6-4,224,2,Connecticut
67,27,Reggie Nelson,S,34,5-11,210,12,Florida
70,11,Sebastian Janikowski,PK,39,6-1,265,19,Florida State
71,2,Giorgio Tavecchio,PK,27,5-10,180,2,California
72,7,Marquette King,P,29,6-0,195,7,Fort Valley State
73,59,Jon Condo,LS,36,6-3,240,12,Maryland
74,44,Andrew East,LS,26,6-2,220,R,Vanderbilt
75,80,Anthony Kukwa,LS,25,6-3,221,R,null
0,8,Mike Glennon,QB,28,6-6,229,6,NC State
1,6,Mark Sanchez,QB,31,6-2,232,10,USC
2,10,Mitchell Trubisky,QB,23,6-3,222,2,North Carolina
3,29,Tarik Cohen,RB,22,5-6,181,2,North Carolina A&T
4,30,Benny Cunningham,RB,27,5-10,218,6,Middle Tennessee
5,24,Jordan Howard,RB,23,6-0,224,3,Indiana
6,33,Taquan Mizzell,RB,24,5-10,170,2,Virginia
7,46,Michael Burton,FB,26,6-0,240,4,Rutgers
8,80,Demarcus Ayers,WR,23,5-11,190,1,Houston
9,15,Joshua Bellamy,WR,28,6-0,208,4,Louisville
10,19,Tanner Gentry,WR,23,6-1,210,1,Wyoming
11,17,Dontrelle Inman,WR,29,6-3,205,5,Virginia
12,3,Mekale McKay,WR,24,6-5,210,1,Cincinnati
13,81,Cameron Meredith,WR,25,6-3,207,4,Illinois State
14,12,Markus Wheaton,WR,27,5-11,185,6,Oregon State
15,11,Kevin White,WR,25,6-3,216,4,West Virginia
16,13,Kendall Wright,WR,28,5-10,185,7,Baylor
17,84,Ben Braunecker,TE,24,6-4,252,3,Harvard
18,85,Daniel Brown,TE,25,6-5,247,4,James Madison
19,86,Zach Miller,TE,33,6-5,245,9,Nebraska-Omaha
20,87,Adam Shaheen,TE,23,6-5,270,2,Ashland
21,88,Dion Sims,TE,26,6-4,268,6,Michigan State
22,82,Colin Thompson,TE,24,6-4,257,1,Temple
23,55,Hroniss Grasu,C,26,6-3,301,4,Oregon
24,65,Cody Whitehair,C,25,6-4,310,3,Kansas State
25,61,Travis Averill,G,24,6-3,295,1,Boise State
26,60,Brandon Greene,G,23,6-5,295,1,Alabama
27,64,Eric Kush,G,28,6-4,317,5,California (PA)
28,63,Cameron Lee,G,24,6-4,312,1,Illinois State
29,75,Kyle Long,G,29,6-6,316,6,Oregon
30,67,Jordan Morgan,G,23,6-3,311,2,Kutztown
31,77,Will Pericak,G,28,6-3,300,3,Colorado
32,71,Josh Sitton,G,31,6-3,320,11,UCF
33,76,Tom Compton,OT,28,6-5,313,6,South Dakota
34,72,Charles Leno Jr.,OT,26,6-3,306,5,Boise State
35,70,Bobby Massie,OT,28,6-6,317,7,Ole Miss
36,79,Bradley Sowell,OT,28,6-7,312,7,Ole Miss
39,90,Jonathan Bullard,DE,24,6-3,296,3,Florida
40,96,Akiem Hicks,DE,28,6-5,332,7,University of Regina
41,95,Roy Robertson-Harris,DE,24,6-7,294,2,UTEP
42,98,Mitch Unrein,DE,30,6-4,301,8,Wyoming
43,69,Rashaad Coward,DT,23,6-5,320,1,Old Dominion
44,73,John Jenkins,DT,28,6-3,327,6,Georgia
45,91,Eddie Goldman,NT,24,6-4,320,4,Florida State
46,93,Sam Acho,LB,29,6-3,259,8,Texas
47,58,Jonathan Anderson,LB,26,6-3,237,4,TCU
48,94,Leonard Floyd,LB,25,6-4,251,3,Georgia
49,50,Jerrell Freeman,LB,31,6-0,235,7,Mary Hardin-Baylor
50,99,Lamarr Houston,LB,30,6-3,274,9,Texas
51,47,Isaiah Irving,LB,23,6-2,254,2,San Jose State
52,52,Christian Jones,LB,26,6-3,245,5,Florida State
53,57,Howard Jones,LB,28,6-4,238,3,Shepherd
54,44,Nick Kwiatkoski,LB,24,6-2,242,3,West Virginia
55,92,Pernell McPhee,LB,29,6-3,269,8,Mississippi State
56,53,John Timu,LB,25,6-0,245,4,Washington
57,59,Danny Trevathan,LB,27,6-1,239,7,Kentucky
58,97,Willie Young,LB,32,6-4,258,9,NC State
59,20,Prince Amukamara,CB,28,6-0,204,8,Nebraska
60,37,Bryce Callahan,CB,26,5-9,188,4,Rice
61,31,Marcus Cooper Sr.,CB,28,6-2,197,6,Rutgers
62,23,Kyle Fuller,CB,25,5-11,190,5,Virginia Tech
63,25,Doran Grant,CB,25,5-10,196,2,Ohio State
64,32,Deiondre' Hall,CB,23,6-2,206,3,Northern Iowa
65,22,Cre'Von LeBlanc,CB,23,5-11,190,3,Florida Atlantic
66,27,Sherrick McManis,CB,30,6-1,193,9,Northwestern
67,56,Jonathon Mincy,DB,25,5-10,196,R,Auburn
68,38,Adrian Amos,S,24,6-0,214,4,Penn State
69,26,Deon Bush,S,24,6-0,205,3,Miami
70,21,Quintin Demps,S,32,5-11,216,10,UTEP
71,36,DeAndre Houston-Carson,S,24,6-1,205,3,William & Mary
72,39,Eddie Jackson,S,25,6-0,202,2,Alabama
75,1,Mike Nugent,PK,35,5-10,190,14,Ohio State
76,2,Cairo Santos,PK,26,5-8,160,5,Tulane
77,16,Pat O'Donnell,P,26,6-4,217,5,Miami
78,49,Andrew DePaola,LS,30,6-2,230,5,Rutgers
79,48,Patrick Scales,LS,29,6-4,239,4,Utah State
0,14,Jake Rudock,QB,25,6-3,212,3,Michigan
1,9,Matthew Stafford,QB,30,6-3,220,10,Georgia
2,8,Alek Torgersen,QB,23,6-2,229,1,Pennsylvania
3,21,Ameer Abdullah,RB,24,5-9,203,4,Nebraska
4,38,Tion Green,RB,24,6-0,220,2,Cincinnati
5,39,Mike James,RB,26,5-10,223,5,Miami
6,25,Theo Riddick,RB,26,5-9,201,6,Notre Dame
7,36,Dwayne Washington,RB,23,6-1,223,3,Washington
8,34,Zach Zenner,RB,26,5-11,221,4,South Dakota State
9,16,Jace Billingsley,WR,24,5-9,189,1,Eastern Oregon
10,83,Dontez Ford,WR,24,6-2,210,1,Pittsburgh
11,19,Kenny Golladay,WR,24,6-4,213,2,Northern Illinois
12,17,Andy Jones,WR,23,6-1,220,1,Jacksonville
13,13,TJ Jones,WR,25,6-0,190,4,Notre Dame
14,11,Marvin Jones Jr.,WR,27,6-2,198,7,California
15,12,Bradley Marquez,WR,25,5-10,205,4,Texas Tech
16,15,Golden Tate,WR,29,5-10,197,9,Notre Dame
17,47,Brandon Barnes,TE,23,6-5,256,1,Alabama State
18,85,Eric Ebron,TE,24,6-4,253,5,North Carolina
19,87,Darren Fells,TE,31,6-7,270,5,UC Irvine
20,80,Michael Roberts,TE,23,6-4,265,2,Toledo
21,84,Hakeem Valles,TE,25,6-5,260,2,Monmouth
22,60,Graham Glasgow,C,25,6-6,310,3,Michigan
23,75,Leo Koloamatangi,C,23,6-5,310,1,Hawai'i
24,64,Travis Swanson,C,27,6-5,304,5,Arkansas
25,62,Don Barclay,G,28,6-4,305,7,West Virginia
26,66,Joe Dahl,G,24,6-4,305,3,Washington State
27,67,Zac Kerin,G,26,6-4,305,4,Toledo
28,76,T.J. Lang,G,30,6-4,315,10,Eastern Michigan
29,77,Emmett Cleary,OT,27,6-7,320,4,Boston College
30,68,Taylor Decker,OT,24,6-7,311,3,Ohio State
31,72,Brian Mihalik,OT,25,6-9,315,3,Boston College
32,70,Corey Robinson,OT,25,6-7,317,4,South Carolina
33,73,Greg Robinson,OT,25,6-5,332,5,Auburn
34,74,Dan Skipper,OT,23,6-9,315,1,Arkansas
35,71,Rick Wagner,OT,28,6-6,315,6,Wisconsin
38,94,Ezekiel Ansah,DE,28,6-5,275,6,BYU
39,79,Alex Barrett,DE,23,6-3,260,1,San Diego State
40,51,Brandon Copeland,DE,26,6-3,263,4,Pennsylvania
